JobTitle,Company,Location,Summary,Salary
Sr Software Engineer - Salesforce CPQ,FIS Global,"Bengaluru, Karnataka",Interacts with product managers and/or users to define system requirements and/or necessary modifications. Experienced (relevant combo of work and education).,
Salesforce Business Analyst,Saransh Software Solutions Private Limited,"Bengaluru, Karnataka","Work closely with operations and product managers on business requirements analysis, design and implementation. Manage User Stories, Success Criteria's.",
Product/Dev Marketing Manager,skilora,Remote,"TELECOMMUTE LOCATION: Remote, Work from home. The Linux Foundation is seeking a highly motivated Product/Dev Marketing Manager to join our Product Development…",
Business Development Manager,NCPL Inc,India,"Proven working experience as a business development manager, sales executive or a relevant role. The Business Development Manager is a mid-level role in the…",
"Technical Support Supervisor – Premier Support Bangalore, Karnataka",VMware GSS,"Bengaluru, Karnataka","VMware is the global leader and innovator in enterprise-grade Mobile Security, Mobile Device Management, Mobile Application Management, Mobile Email Management,…",
Strategic Account Executive (Financial Services) - Tableau,Salesforce,"Mumbai, Maharashtra","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",
Business Development Manager,Inhouz Retail Pvt. Limited,"Chennai, Tamil Nadu","Proven working experience as a business development manager, sales executive or a relevant role. Location:- Chennai, Pune, Hyderabad, Bengaluru.",
"Regional Sales Manager, Staff",Synopsys India Private Limited,India,"Due to our growth and need to fulfill demand, Synopsys's the 15thlargest software company in the world, is seeking a Regional Sales Manager to drive bookings…",
"Application Developer Bangalore, Karnataka",VMware,"Bengaluru, Karnataka","Document design and work with the salesforce developers, integration teams, downstream system teams to implement technical solution. Posted Date: 2021-01-13.",
Bid & Proposal Consultant | 4 to 6 years | Bengaluru,Capgemini,"Bengaluru, Karnataka","Collaborate with other win-centers, bid managers and relevant stakeholders to manage and anchor RFP/RFIs. Bid Manage medium to large Customer Experience (CX)…",
Application Support Engg - Finance,MINDBODY,"Pune, Maharashtra",You will receive training and guidance from manager as needed. Connecting the world to wellness. MINDBODY emerged from the simple idea that small business…,
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
OpenText Info Archive software Technical Lead,Luxoft,"Bengaluru, Karnataka",Enterprise Archival System and Applications- Migration from off the shelf Content Manager to Cloud OpenText InfoArchive. Understanding structure of SIP package.,
Development Operations - Sr. Consultant,Mold-Tek Technologies Ltd,"Hyderabad, Telangana","Relevant Experience 4-7 yrs. Educational Qualification BE / B Tech /ME /M Tech/ MCA /M. Expertise on some of GIT, Sourcetree, Bitbucket, Sublime, Mavensmate,…",
Senior Software Engineer - .NET,Accurate Background,"Noida, Uttar Pradesh","This individual will work with the team lead and product manager to understand the requirements, develop them and own the deployments and post go-live support.",
Technical Lead SFDC (CS),Silverline India,"Bengaluru, Karnataka","Actively contribute on technical presentations, knowledge sharing, training initiatives, building POCs, regular salesforce release notes discussions and help in…",
Distributed Systems Engineering Manager,Salesforce,"Hyderabad, Telangana",The Secrets Management team is looking for a talented people manager who will come onboard and help build a high performing team and be a part of this exciting…,
"Director, Sales Previstar",Previstar PVT LTD,"Bengaluru, Karnataka",Experienced managing team's of some size (ideally team 20+ in size that include 2+ managers). Everbridge is hiring a Director of Sales to Lead a regional sales…,
Area Manager,Oloop Technology Solutions Private Limited,"Chennai, Tamil Nadu", Field visits to generate valid leads – 75%.  Sales Back Office – 25%. O Respond to enquiries received over telephone and/ or info@contrinex.in.,
Marketing Specialist - GTS,Gartner,"Gurgaon, Haryana","Project manager – Ability to coordinate efforts cross-functionally to achieve positive end results. Experience with a CRM (salesforce or sugarCRM), CMS (Hippo…",
Sales Hunting,SISA Information Security Pvt Ltd,"Bengaluru, Karnataka","Prepare the MIS document on weekly basis and discuss with the manager; collaborating with sales and leadership to secure, retain, and grow accounts.",
Service Desk Consultant (Level 2),Version 1,"Bengaluru, Karnataka","You’ll also benefit from a career plan outlined by the Service Desk manager, with clear objectives tracked fortnightly and quarterly to make sure both you and…",
Project Manager - Implementation,skilora,Remote,"TELECOMMUTE LOCATION: Remote, Work From Anywhere. As an Implementation Project Manager, you are responsible for managing and engaging our portfolio of clients…",
Business Development (Sales) Internship,EduPristine (Neev Knowledge Management Private Lim...,"Mumbai, Maharashtra",Work on the weekly and monthly reports discussion with the reporting managers 7. EduPristine is India's leading training provider for international…,"₹12,000 a month"
Sales Account Managers (SAM),Machintel,"Pune, Maharashtra",We are looking for a high-performing Sales Manager to help us meet our customer acquisition and revenue growth targets by keeping our company competitive and…,
Salesforce CRM,Aspire Tech,"Hyderabad, Telangana","Ability to establish and maintain effective working relationships with co-workers, managers and clients. Looking for Salesforce professionals who has 5 to 10…",
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
Manager / Senior Manager - Product Marketing,Appsian,"Bengaluru, Karnataka",8+ years of direct experience as a product marketing manager or product manager for B2B SaaS technology businesses. An MBA is a plus.,
Business Analyst (ICE),BNP Paribas,"Chennai, Tamil Nadu",CRM experience with tools like Finantix or salesforce or WDX or in-house tools. Client Marketing and Lifecycle division is in charge of application related to…,
Sr. Inside Sales Manager - USA,Antal International,India,"Manage, train, mentor a team of 10-15 inside sales manager. A leading provider of cloud-based IT management and security software.",
Revenue Analyst,"FireEye, Inc.","Bengaluru, Karnataka","Recognize problems, gather data, draw valid conclusions and effectively present information to managers and stake holders. Review Revenue sales order booking.",
16. B2B Lead Generation – India,Netscribes,"Kolkata, West Bengal",The key activities for this role are given below. The candidate will we responsible for managing a team as well as contribute individually by generating leads…,
"Software Engineer, Integrations",Dialpad,"Bengaluru, Karnataka","Interface with designers, product managers, and other engineers (our policy: with fewer organized meetings, engineers have more time to code).",
FCCS/HFM Consultant,Huron Consulting Group Inc.,"Bengaluru, Karnataka","Huron helps its clients drive growth, enhance performance and sustain leadership in the markets they serve. Together, we empower clients to navigate financial…",
Senior Lifecycle Marketing Manager,skilora,Remote,"TELECOMMUTE LOCATION: Remote, Work from anywhere. We’re looking for a Senior Lifecycle Marketing Manager to join the Marketing Team at Fast.",
Event Management,Muskaan Parveen (Proprietor Of Muskan Industry),"Noida, Uttar Pradesh",Make an engagement calendar and event planning at the school. Engage with school stake holders to educate them on alumni benefits.,"₹1,30,000 - ₹3,30,000 a year"
Marketing Manager,skilora,Remote,"We are looking for a full-time Demand Generation Marketing Manager for a remote, work-from-home position, anywhere in the continental United States.",
Senior Bid & Proposal Consultant | 6 to 9 years | Bengaluru,Capgemini,"Bengaluru, Karnataka","Collaborate with other win-centers, bid managers and relevant stakeholders to manage and anchor RFP/RFIs. Bid Manage medium to large Customer Experience (CX)…",
Business Analyst - Campaign to Order,Nutanix,"Bengaluru, Karnataka",Nutanix is building a world class organization and is looking for a top notch Business Analyst who is passionate about building solutions that customers love.,
Sales Development Representative,Astegic,"Pashan, Pune, Maharashtra",Nurture existing relationships with clients and managers. We’re looking for a Sales Development Representative (SDR) to grow our customer base for our.,
Area Sales Manager,Fine Jobs,"Mumbai, Maharashtra","To manage sales and distribution of a personal hygiene brand by appointing distributors, hiring salesforce and working with them in the field.",
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
Bid Manager,Optiva,Remote,"Optiva is a leading company in the telecom industry, including the full life cycle of telecom billing system experience, real-time and offline charging systems,…",
Regional Sales/ Account Manager,Vipany Group,"Delhi, Delhi",The AM is responsible for all duties from prospecting to closing an opportunity. The AM is expected to prepare and present business plan for the given sales…,
Sales Ops,Whatfix,"Bengaluru, Karnataka","You'll be teaming up with engineers, product managers, and salespeople from a diverse set of backgrounds who are challenging every assumption about software…",
Campaign Automation Engineer Lead,Golden Opportunities,"Mumbai, Maharashtra",3-5 years of experience in marketing technology and operations focusing on execution of marketing Supports on-shore and off-shore Marketing Automation Leads and…,
CRM Domain Architect - Salesforce CPQ,Air Watch,"Bengaluru, Karnataka",VMware (NYSE: VMW) is the global leader in virtualization solutions from the desktop to the datacenter. Customers of all s rely on VMware to reduce capital and…,
Manager - Data Engineer,Genpact,"Noida, Uttar Pradesh","With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it.",
Business Development Manager / Digital Sales Lead,AIMDek,"Ahmedabad, Gujarat","We are currently looking for smart, aggressive and self-motivated Mid-Level Business Development Manager / Digital Sales Lead with the ability to take on and…",
Ping Federate + Oauth + Java,Triangle Global,"Hyderabad, Telangana","U3/U4 (Ping Federate +Development Experience Mandate) Ping Developer: Skills • Strong competency in Ping Federate • Installation, Configuration, App Integration…",
Senior Business Development Manager,VSH SOLUTIONS,"Pune, Maharashtra","We are hiring a Senior Manager, Business Development who will manage the inside sales team and own the process.",
Inside Sales Team Lead (UK/Europe),Solunus,"Hyderabad, Telangana","Developing strong, long-term relationships with influencers (executives and IT managers). Position: Inside Sales Team Lead – Full Time – 8+ years.",
Sales Analyst,NetApp,"Bengaluru, Karnataka","Engage business program managers and technical resources when necessary. Must be flexible to work in 24/5 model - APAC, EMEA and US business and work in shift…",
Training Administrative Assistant,skilora,Remote,"Exciting career opportunities in the language access industry are waiting for you at LanguageLine Solutions. Whether you work in the corporate office, in one of…",
Recruiter (On Contract),Salesforce,"Bengaluru, Karnataka","Providing guidance and support to hiring managers and recruiting team members. Possess strong analytic skills with ability to create, measure, and scale…",
Account Manager / Senior Sales - India,Wise Monk,"Gurgaon, Haryana","Provide accurate and timely information as required to project managers, the delivery team and senior management. We are looking for people :-.","₹10,00,000 a year"
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
QA Tester,TRooTech Business Solutions,"Ahmedabad, Gujarat",Test current products and identifying deficiencies. Suggest solutions to identified product problems. Investigate product quality in order to make improvements…,
Staff Technical Writer,Salesforce,"Hyderabad, Telangana","You’ll collaborate closely with product managers, customer success managers, and writers in the US. Headhunters and recruitment agencies may not submit resumes…",
Business Development Representative,Fabulous Media Pvt Ltd,"Gurgaon, Haryana",We are looking for a Business Development Representative to act as the liaison between our Marketing and Sales teams. Present our company to potential clients.,"₹15,000 - ₹25,000 a month"
"Vice President, Strategic Partnerships",skilora,Remote,"Experience working with C-level executives at corporations, foundations and/or wealth managers. Lead the amazing team of direct “relationship managers”- …",
Project Delivery Analyst,skilora,Remote,"‘TELECOMMUTE LOCATION: Remote, United States'. The Airship Services practice helps digital marketers become the best multi-channel marketers in the industry.",
Sales Analyst,Eteam Info Services Private Limited,"Bengaluru, Karnataka","Perform problem analysis, triage, correction of issue, and root cause analysis; including engaging business program managers and technical resources when…",
"Field Coordinator, Education",ChildFund India,"Hyderabad, Telangana","Travel: Extensive/ As per job requirement. ABOUT US ChildFund is a child development organization representing the voice of deprived, excluded and vulnerable…","₹3,01,788 a year"
Senior Marketing Operations Manager - Chennai/Bangalore,Ally.io - India,"Chennai, Tamil Nadu","Ally.io is a Strategic Goal-Planning & Execution Management software that enables businesses like Slack, Remitly, Ticketmaster and Accolade to operate with the…",
Enterprise Account Executive - Tableau,Salesforce,"Mumbai, Maharashtra","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",
R0012683 Senior Enterprise Software Engineer (SFDC),Wolters Kluwer,"Kalyani Nagar, Pune, Maharashtra","The Enterprise Software Engineer for SFDC works with various business partners, projects managers, functional analysts, system analysts, quality assurance and…",
Assistant Vice President - Virtualization,Genpact,"Gurgaon, Haryana","Leading multiple projects with different Project managers using Agile methodology and provide regular updates to business. Job PostingJan 27, 2021, 8:38:03 AM.",
Business Analyst (CLM),BNP Paribas,"Chennai, Tamil Nadu",CRM experience with tools like Finantix or salesforce or WDX or in-house tools. Client Marketing and Lifecycle division is in charge of application related to…,
Load Test Engineer,MADS Technologies,"Noida, Uttar Pradesh","Work closely with management, product owners, developers and quality engineers to understand product requirements and design appropriate performance test plans…",
Enterprise Data Solutions Architect - US Market (Remote),Workato,"Mumbai, Maharashtra","Workato is the operating system for today's fast-moving business. As a high growth company with over 6000 customers, Workato is revolutionizing the integration…",
Index Product Development Specialist,MSCI Inc,"Mumbai, Maharashtra",Collaboration: The Product Management Associate collaborates with senior product managers in ensuring the overall achievement of product objectives.,
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
Business Development Executive,TransForm Solution Pvt. Ltd.,"Surat, Gujarat",TransForm Solutions* is an International BPO company with world-class execution offering global clients customized services and exceptional customer engagement…,"₹30,000 a month"
Senior Salesforce developer/Semiconductor R&D opening,Vitestork Consulting Private Limited,"Bengaluru, Karnataka","Candidate must be able to communicate effectively with internal business customers, co-workers, manager and development team (on-shore and off-shore).",
UCRM CORE Dev Pune 3,Barclays,"Pune, Maharashtra","Job Title:UCRM CORE Dev. Responsible for creating technology solutions to meet business requirements, in line with Cluster and Group IT Strategies and…",
"Specialist, Marketing operations",S&P Global,"Ahmedabad, Gujarat","The Role : Specialist, Marketing Operations. The Team: You will join a very collegial and professional global marketing operations team that optimizes processes…",
Salesforce Consultant,Diabsolut Inc.,"Bengaluru, Karnataka","Based on our continued growth, we currently have an exciting permanent job opportunity for an experienced Salesforce Consultant.",
Sales Executive,SA Technologies Inc.,"Pune, Maharashtra","SA Technologies is a reliable and deliberate leader in the field of IT consulting and services. Being a Microsoft certified partner, we utilize our unparallel…",
Business Development Manager,REDESH FRANCHISE WORLD PVT LTD,"Coimbatore, Tamil Nadu","Business Development Manager Duties and Responsibilities. Identifying, qualifying, and securing business opportunities; coordinating business generation…","₹12,000 - ₹18,000 a month"
CIEL/SEL/16753: IT Manager - BI and Integration,CIEL HR Services,"Hyderabad, Telangana",The IT Manager (BI and Integrations) is part of the Business Intelligence and Integrations team that is responsible for analytics and integrations supported by…,
Digital Marketing Sales Manager,yungmedia,"Velachery, Chennai, Tamil Nadu","Identifying, qualifying, and securing business opportunities. Building business relationships with current and potential clients.",
Sr. Engineering Manager - Java/J2EE,Saviynt,"Bengaluru, Karnataka","Saviynt is a leading provider of Cloud Security and Identity Governance solutions. Saviynt enables enterprises to secure applications, data, and infrastructure…",
Business Development - Database,AISPL - Karnataka,"Bengaluru, Karnataka",The right person have spent at least 12+ years selling Database solutions. Ideally have in depth knowledge in Oracle and/or SQL Server RDBMS products Experience…,
Business Development Manager,Toolyt,"Bengaluru, Karnataka","Proven working experience as a business development manager, sales executive or a relevant role. We are looking for an ambitious and energetic Business…","₹1,50,000 - ₹3,00,000 a year"
Technical Account Assoicate,Citrix,"Bengaluru, Karnataka",Aids with the development and improvement of the product by capturing feedback to identify recurring issues and addressing these with the product manager.,
Senior Marketing Program Manager,skilora,Remote,"Be the project manager for all aspects of a campaign — from project development to track, to the communication of tasks, dates, and deliverables.",
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
Academic Counselor-Mumbai,Talent Zone Consultants,"Mumbai, Maharashtra","Proven working experience as a business development manager, sales executive or a relevant role in education field. Time management and planning skills.","₹1,00,000 - ₹3,50,000 a year"
Professional Services Manager - Amazon Business Marketplace,ASSPL - Karnataka,"Bengaluru, Karnataka",Must have a Bachelor's degree in technology. Must have experience in Program and Project Management. Experience managing senior stakeholders and managing…,
Senior Salesforce Developer,itForte,"Hyderabad, Telangana","Work with development teams, product managers, business analysts, and end users to define specifications and requirements for the Salesforce application.",
Partner Account Executive,EDB,"Pune, Maharashtra","Fundamental sales knowledge around pipeline and forecast management (Knowledge of salesforce,com would be a benefit). Good technical understanding of Postgres.",
Senior Developer SFDC,Silverline India,"Bengaluru, Karnataka","Do you want to be part of a fast-paced environment, supporting the growth of cutting-edge technology in cloud computing? Come be a part of our team!",
"PTC Cloud Strategic Accounts, Engineer",PTC,"Gurgaon, Haryana",You will be part of a dedicated team responsible for NOC/ Incident/ Service Request team related to Windchill/PLM Products. Advance command line Linux Skills.,
Data Architect - Analytics,Autodesk,"Bengaluru, Karnataka","We are looking for an experienced Data Architect to strengthen the Customer Success Organization (CSO) Data & Analytics team consisting of data engineers, BI…",
Business Development Manager- Inside Sales,IQLECT,"Bengaluru, Karnataka",We are looking for a talented and competitive Inside Sales Representative that thrives in a quick sales cycle environment. Track record of over-achieving quota.,
Technical Consultant- PLSQL/SQL & JAVA- TMS,Blue Yonder,"Bengaluru, Karnataka",Technical Consultant- TMS - Consulting Services. Technical Consultant or Sr. Technical Consultant. Leading AI-driven Global Supply Chain Solutions Software…,
Software Engineer,Seva At Home,"Gurgaon, Haryana","Own the responsibility and willing to raise the bar continuously, and regularly reach out to his/her manager for the succinct update and candid help, if needed.",
Enterprise Account Executive (India),Honeywell,"Bengaluru, Karnataka","Achieve annual quota assigned by your manager. Driving Infinite Possibilities Within A Diversified, Global Organization. Minimize churn in assigned accounts.",
Marketing Automation Support Specialist,JLL,"Gurgaon, Haryana","We’re JLL, a Fortune 500 company. We’re a professional services and investment management firm specializing in real estate. Eloqua certification is a plus.",
Senior Systems Analyst,Clarivate Analytics,"Bengaluru, Karnataka",Complete and demonstrate a progressive understanding of the job requirements as identified by supervisor/manager. First shift is 6AM to 3PM IST.,
Mulesoft Developer,Alcon,"Bengaluru, Karnataka","Develop, build, configure and unit test solutions from low level designs. Ensure that solutions meet requirements outlined in the design documentation.",
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
Sr. Business Development Manager,ASSPL - Karnataka,"Bengaluru, Karnataka",MBA from premier B –School of India. 7+ years of relevant professional experience with a focus in relationship management and negotiation skills.,
Implementation Manager,Reputation,"Hyderabad, Telangana","Reputation is the undisputed leader in reputation experience management and consistently delivers innovative, customer-driven solutions to household brands such…",
Mulesoft - Salesforce Developer - Senior Associate - Bangalore,PwC,"Bengaluru, Karnataka",A career in our Advisory Service Delivery Centre is the natural extension of PwC’s leading class global delivery capabilities. EXPERIENCE : 6 Years -8 Years.,
"Java Fullstack Developer, VP",Credit Suisse,"Pune, Maharashtra","Credit Suisse is a leading global wealth manager with strong investment banking capabilities. Headquartered in Zurich, Switzerland, we have a global reach with…",
Business Development Executive,Codal,"Ahmedabad, Gujarat",Codal is a user experience design and development agency with a focus on blending an Agile process with the latest technologies.,
Senior Government Marketing Manager,skilora,Remote,"TELECOMMUTE LOCATION: Remote, Mountain View, Washington D.C. At Coursera, our Marketing and Communications team is responsible for brand development, product…",
Senior Software Engineer – Mulesoft / Informatica,Preludesys,"Chennai, Tamil Nadu",Provide necessary support with right attitude to the project manager and the project team. Senior integration developer who is having experience in any two of…,
Customer Operations Analyst,Productiv Inc,"Bengaluru, Karnataka",Productiv is a rapidly growing Series B startup that enables enterprises' IT and Finance teams to take a data- and analytics-centric approach to understanding…,
Sr. Software Engineer,Avalara,"Pune, Maharashtra","Plan, design, develop and test software systems or applications for enhancements and new products. Contribute and enhance continuous integration or continuous…",
Inside Territory Account Mgr,f5,"Bengaluru, Karnataka","Administrative duties include but not limited to; booking orders, coordinating the process of reviewing legal agreements and monitoring salesforce reviews.",
"Advanced Order Management, Billing & Reporting Lead",Clarivate Analytics,"Hyderabad, Telangana",Reporting to the functional manager you will be responsible for the following: Clarivate(tm) is a global leader in providing solutions to accelerate the…,
"Account Manager, Mid-Market",PubMatic,"New Delhi, Delhi",PubMatic is a publisher-focused sell-side platform for an open digital media future. Featuring leading omni-channel revenue automation technology for publishers…,
18. B2B Demand Generation,Netscribes,"Gurgaon, Haryana",Will be part of the project management team for the Demand generation businessResponsible for end-to-end delivery management of new and/or existing projects…,
Senior SAP ABAP Developer,TurnKey Solutions,"New Delhi, Delhi","TurnKey Solutions, the market leader in software test automation and test data management technology for custom and packaged applications such as SAP, Oracle E…",
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
Senior Customer Success Specialist,BrowserStack,"Mumbai, Maharashtra","What do Microsoft, The Gap, Royal Bank of Scotland, Lockheed Martin, and top Open Source projects like JQuery have in common?",
Account Receivables Accountant,skilora,Remote,"Research and resolve customer A/R issues and communicate effectively and timely any unresolved issues with manager, A/R team members, and cross-functional…",
Full Stack Developer,CloudThat Technologies Pvt. Ltd.,"Bengaluru, Karnataka",Work with development teams and product managers to ideate software solutions. Design client-side and server-side architecture. Team of >100 people.,
Engineering Manager | Product Startup | Node.js or React.js,Michael Page,"Gurgaon, Haryana",Contribute to a rapidly growing US headquartered B2B product startup. Continue to be a hands on technologist while mentoring a highly talented team.,
Apttus CPQ/CLM Developer,Cloud Paradigm,"Bengaluru, Karnataka","Communicate with project managers, clients and other developers to design cohesive project strategies and ensure effective collaboration throughout all phases…",
Manager - Sales (Day shift),Taurus Contractors,"Mumbai, Maharashtra","Proven B2C Sales track record of exceeding targets, >2 years of Sales experienceFluency in English and Hindi, ability and willingness to deliver in a high…",
Direct Sales Manager Dental,"Stratasys, Inc.","The Rutu Estate, Thane, Maharashtra","Stratasys is the global leader in additive manufacturing. We develop, manufacture and market high-definition 3D printing systems and materials.",
Digital Marketing Lead,AIMDek,"Ahmedabad, Gujarat",Derive leads from Organic traffic by studying user behaviour and creating user personas and manager Website updates accordingly for MQL leads through…,
Senior Developer – Marketing Automation,Traction on Demand,"Jaipur, Rajasthan",Working closely with clients and project managers to determine project requirements. Jaipur | | Marketing Automation |. Come join us on this journey!,
Inside Sales Manager - USA,Antal International,India,A leading provider of cloud-based IT management and security software. Managed Service Providers (MSPs) and IT organizations can efficiently manage and secure…,
Manager - Systems Engineering (Salesforce / Scrum),Talent500,"Hyderabad, Telangana","Experience in building and leading teams (developers, business analysts, quality assurance testers, project manager). Deliver on time for each commitment.",
Senior BI Analyst,iSOCRATES,"Mysore, Karnataka","Monitor analytics and metric results, recommend value additions to customers as well as internal department managers to produce dashboards with meaningful…",
Integration Manager - 250120,SirionLabs Pvt Ltd,"Gurgaon, Haryana",SirionLabs - SaaS Product firm | is looking for people who – simply put – are driven to make a difference. We are a team of high energy individuals who revel in…,
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
Business Development Manager Cum Admin,Mindtech Services,India,"The hiring is for the position of Business Development Manager Cum. Admin, The role involves complete life cycle management of a client right.",
Enterprise Territory Manager,"Tenable, Inc","New Delhi, Delhi",The Territory Manager will meet and exceed quarterly sales quota by developing new opportunities within specific geographical territory.,
Sales Strategy & Analytics Analyst,Rubrik Job Board,"Bengaluru, Karnataka","Role: Sales Strategy & Analytics Analyst. Reporting to the Global Sales Strategy & Analytics Manager, this role will contribute heavily to various.",
Technical Architect,Kone,"Chennai, Tamil Nadu",As a Configuration Owner you have technical responsibility for the architecture and different technologies used in KONE’s Global Digital Marketing.,
Proposal specialist,Freelancer Rekha Chigurupati,"Chandigarh, Chandigarh","Composing content for proposal responses, both reactive and proactive. Develop materials to support the Sales team for client presentations and sales pitches…",
QA Engineer,ARi,"Chennai, Tamil Nadu","Education - Bachelor's in engineering. Ability to work with Project Managers, Business Analysts, Development teams , Business teams during requirement gathering…",
Systems Specialist,Salesforce,"Hyderabad, Telangana","Ability to effectively communicate status and risk to the team and manager. Participate in product and feature design with developers, designers, product…",
Senior Software Engineer,Cubic Corporation,"Hyderabad, Telangana",Reviews complex problems and presents manager with summary of options to be considered. Ability to review a complex problem and present manager with summary of…,
Technology Sales Recruiter - SaaS,Workato,"Bengaluru, Karnataka",Partner with hiring managers and stakeholders to design and implement the full cycle recruitment process and bring the best talents onboard.,
Business Developer,Shine Infosoft,"Ahmedabad, Gujarat",We are looking for a Business Development Representative to act as the liaison between our Marketing and Sales teams. Present our company to potential clients.,
Client Services Manager,Unnati,"Bengaluru, Karnataka",Client Services Manager | Global Talent Solutions Co. Experience: 8.0 - 12.0 Years | CTC: 15.0 - 18.0 PA | Functional Area: Any | Industry: Any | Location:…,
Principal Technical Program Manager - Go Live Assurance,Oracle,India,"Principal Technical Program Manager - Go Live Assurance-210006VA. Applicants are required to read, write, and speak the following languages: English.",
Data Scientist II,skilora,Remote,This position works closely with their manager to prioritize tasks that are important to supporting our product and business units.,
Product Sales Ops Program Mgr,NetApp,"Bengaluru, Karnataka","The Product Sales Ops Program Manager is a business savvy individual with expertise in supporting Technical Product Sales Business, maintaining SFDC…",
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
OpenText InfoArchive software Technical Consultant,Luxoft,"Bengaluru, Karnataka",Enterprise Archival System and Applications- Migration from off the shelf Content Manager to Cloud OpenText InfoArchive. Shell scripting (PowerShell or other).,
Senior Software Engineer,Cloudsense,"Chennai, Tamil Nadu","As a Senior Software Engineer, the candidate will work with product managers, architects and other developers to analyse requirements, document designs, and…",
Sr. UX Designer,Avalara,"Pune, Maharashtra","Are you an expert in building compelling user interfaces? Are you able to empathize with a diverse audience ranging from marketplace sellers, accountants, and…",
Senior Systems Analyst,Aspire Systems,"Chennai, Tamil Nadu","Aspire Systems, Inc. has an opening for a Senior Systems Analyst at our offices in Oak Brook, Illinois. The Senior Systems Analyst will work with Aspire’s…",
Regional Vice President - Public Sector,Salesforce,"Gurgaon, Haryana",Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Regional Vice President - Public Sector.,
Business Development Executive,Egghead Experts,"Ahmedabad, Gujarat","Proven working experience as a business development manager, sales executive or a relevant role. Experience in customer support is a plus.","₹15,000 - ₹30,000 a month"
Senior Manager- Finance and Accounts,Sannams4,"New Delhi, Delhi","Responsible for integration with various external software's for example HRIS, salesforce, etc. Senior Manager- Finance and Accounts.",
Senior Software Engineer,Apttus,"Pune, Maharashtra","Understand business requirements from product managers from onshore team. Must => Hands-on coding with Apex, salesforce lightning UI , AngularJS with test…",
Lead - Business Development,Whatfix,"Bengaluru, Karnataka","You'll be teaming up with engineers, product managers, and salespeople from a diverse set of backgrounds who are challenging every assumption about software…",
Business Development Manager (BDM) (FMCG Background Mandate),KAG INDIA PVT. LTD.,"Chennai, Tamil Nadu","Proven working experience as a business development manager, sales executive or a relevant role. We are leading Tiles Manufacturing and selling company, Head…","₹45,000 a month"
Technical architect,Kone AB,"Chennai, Tamil Nadu","Facilitation - release planning with the help of Release manager, Design, KPI, Configuration Change request meetings. Working location is Chennai, India.",
Senior Technical Support Engineer I,PowerSchool Group LLC,"Bengaluru, Karnataka","This position, under the general direction of both the supervisor and manager, provides technical support for our award-winning K-12 software systems.",
Senior Application QA Engineer,ChargePoint,"Gurgaon, Haryana","Ability to coordinate with the multiple stakeholders, designers, project managers to clarify requirement, test scenario development, test scripts development,…",
Data and Geospatial Analyst II,Catholic Relief Services,Uttar Pradesh,Data and Geospatial Analyst II - (200000EO). Job Title: Data and Geospatial Analyst II. Department: Global Knowledge and Information Management (GKIM).,
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
Head Of Marketing,skilora,Remote,"TELECOMMUTE LOCATION: Remote, wok from anywhere. Larvol provides data and software solutions to support the competitive intelligence needs of the pharmaceutical…",
